replication,day,station,m3_in,m3_out,batches_processed
1,82,drymill,44.22,42.43,3
1,82,secado,30.808,29.296,2
1,83,aserradero,27.915,14.2,1
1,83,secado,30.56,29.608,2
1,84,aserradero,155.37099999999998,76.556,5
1,84,bano,14.021,13.981,1
1,84,drymill,59.622,56.05,3
1,84,impregnado,28.867,28.849,1
1,84,secado,46.449,45.541,3
1,85,aserradero,145.656,72.476,5
1,85,bano,30.596,30.177,2
1,85,drymill,60.260999999999996,58.201,3
1,85,impregnado,14.53,14.058,1
1,85,secado,44.853,43.843,3
1,86,aserradero,180.19400000000002,91.143,6
1,86,bano,29.302,28.991999999999997,2
1,86,drymill,44.959,42.164,2
1,86,impregnado,13.986,13.986,1
1,86,secado,44.400999999999996,43.099999999999994,3
1,87,aserradero,182.748,91.214,6
1,87,bano,15.317,15.265,1
1,87,drymill,71.281,67.309,4
1,87,secado,88.411,85.08500000000001,6
1,88,aserradero,89.957,45.717,3
1,88,drymill,59.212,56.561,4
1,88,impregnado,29.226,28.349,2
1,88,secado,44.138999999999996,43.293,3
1,89,aserradero,92.119,45.807,3
1,89,drymill,56.188,54.149,4
1,89,impregnado,42.261,41.644999999999996,3
1,89,secado,61.46,59.774,4
1,90,aserradero,28.441,14.456,1
1,90,secado,15.256,14.956,1
1,91,aserradero,149.721,75.015,5
1,91,bano,30.898000000000003,30.700000000000003,2
1,91,drymill,45.228,42.489,3
1,91,secado,27.859,26.83,2
1,92,aserradero,179.236,90.619,6
1,92,bano,29.985999999999997,29.933,2
1,92,drymill,58.905,55.92,4
1,92,impregnado,14.154,13.879,1
1,92,secado,62.995,61.964,4
1,93,aserradero,178.887,89.425,6
1,93,bano,14.128,13.959,1
1,93,drymill,58.906,55.747,4
1,93,secado,59.523,56.727999999999994,4
1,94,aserradero,113.321,57.17,4
1,94,bano,30.810000000000002,30.810000000000002,2
1,94,drymill,44.599000000000004,42.731,2
1,94,impregnado,12.961,12.672,1
1,94,secado,44.667,43.169,3
1,95,aserradero,178.71,88.93299999999999,6
1,95,drymill,74.239,70.119,5
1,95,impregnado,14.102,14.095,1
1,95,secado,90.69,87.797,6
1,96,aserradero,148.953,74.026,5
1,96,bano,13.916,13.916,1
1,96,drymill,58.955,55.348,4
1,96,impregnado,26.458,26.075,2
1,96,secado,46.51,45.066,3
1,97,aserradero,27.785,13.985,1
1,97,secado,46.272,44.971999999999994,3
1,98,aserradero,85.90299999999999,43.181,3
1,98,bano,15.533,15.533,1
1,98,drymill,60.055,57.384,3
1,98,impregnado,14.552,14.265,1
1,98,secado,30.508000000000003,29.805,2
1,99,aserradero,178.576,89.435,6
1,99,bano,30.488,30.436,2
1,99,drymill,59.539,56.475,4
1,99,impregnado,28.02,27.559,2
1,99,secado,45.876,45.076,3
1,100,aserradero,119.64,60.385000000000005,4
1,100,bano,29.291,28.997,2
1,100,drymill,42.455,40.384,3
1,100,secado,43.566,42.229,3
1,101,aserradero,60.153000000000006,30.266,2
1,101,drymill,29.663,27.769,2
1,101,impregnado,13.066,12.848,1
1,101,secado,28.267000000000003,27.606,2
1,102,aserradero,182.92000000000002,91.791,6
1,102,bano,14.914,14.899,1
1,102,drymill,44.234,41.948,3
1,102,impregnado,29.017,28.432,2
1,102,secado,58.188,57.332,4
1,103,aserradero,153.213,75.96,5
1,103,bano,61.01,59.32,4
1,103,drymill,44.09,41.461999999999996,3
1,103,impregnado,27.826,27.378999999999998,2
1,103,secado,29.04,28.191,2
1,104,aserradero,31.611,15.691,1
1,104,secado,14.48,13.753,1
1,105,aserradero,152.232,76.63499999999999,5
1,105,drymill,57.121,54.563,4
1,105,impregnado,42.236000000000004,42.092,3
1,105,secado,44.194,42.666,3
1,106,aserradero,147.341,73.343,5
1,106,bano,29.717,29.101,2
1,106,drymill,58.985,55.585,4
1,106,impregnado,12.915,12.512,1
1,106,secado,59.169000000000004,57.361,4
1,107,aserradero,115.266,58.049,4
1,107,bano,45.917,45.229,3
1,107,drymill,29.593,28.168,2
1,107,secado,30.673000000000002,29.675,2
1,108,aserradero,147.797,74.211,5
1,108,bano,14.758,14.758,1
1,108,drymill,43.129999999999995,41.173,3
1,108,impregnado,27.101,27.101,2
1,108,secado,46.078,44.486,3
1,109,aserradero,147.669,73.804,5
1,109,bano,15.657,15.591,1
1,109,drymill,56.572,53.946,4
1,109,impregnado,13.805,13.676,1
1,109,secado,60.195,59.344,4
1,110,aserradero,176.053,87.352,6
1,110,bano,16.117,16.117,1
1,110,drymill,73.617,70.484,4
1,110,impregnado,42.563,42.186,2
1,110,secado,74.599,72.12,5
1,111,aserradero,31.783,15.715,1
1,111,secado,28.369,27.61,2
1,112,aserradero,121.89,61.71,4
1,112,bano,14.858,14.858,1
1,112,drymill,60.803,57.851,3
1,112,secado,28.927,27.951,2
1,113,aserradero,90.452,45.777,3
1,113,bano,15.828,15.692,1
1,113,drymill,29.093,27.259999999999998,2
1,113,impregnado,13.188,13.188,1
1,113,secado,46.510999999999996,45.176,3
1,114,aserradero,145.61,72.718,5
1,114,bano,30.221,30.130000000000003,2
1,114,drymill,44.547,42.907,2
1,114,impregnado,27.825,27.825,1
1,114,secado,30.044,28.835,2
1,115,aserradero,146.17000000000002,73.281,5
1,115,bano,44.053,43.252,3
1,115,drymill,29.731,28.766,2
1,115,secado,30.418,29.628999999999998,2
1,116,aserradero,175.44,87.182,6
1,116,bano,31.176000000000002,31.176000000000002,2
1,116,drymill,71.112,67.282,5
1,116,impregnado,42.010999999999996,40.98,3
1,116,secado,72.715,70.845,5
1,117,aserradero,151.192,75.63,5
1,117,bano,15.627,15.627,1
1,117,drymill,43.125,41.043,3
1,117,impregnado,14.481,14.35,1
1,117,secado,47.063,45.342,3
1,118,aserradero,32.132,15.724,1
1,118,secado,29.866,29.359,2
1,119,aserradero,115.72,57.857,4
1,119,bano,15.06,15.06,1
1,119,drymill,72.624,68.694,4
1,119,impregnado,14.442,14.442,1
1,119,secado,44.358,42.719,3
1,120,aserradero,148.072,74.136,5
1,120,bano,15.663,15.206,1
1,120,drymill,58.961,56.382,4
1,120,impregnado,14.69,14.247,1
1,120,secado,59.573,58.150999999999996,4
1,121,aserradero,178.234,89.017,6
1,121,bano,16.065,15.605,1
1,121,drymill,56.394999999999996,53.556,4
1,121,impregnado,40.888,40.472,3
1,121,secado,58.58,57.262,4
1,122,aserradero,121.103,60.907,4
1,122,bano,14.883,14.883,1
1,122,drymill,44.237,42.071,3
1,122,secado,45.217999999999996,43.376,3
1,123,aserradero,182.176,90.977,6
1,123,bano,15.303,15.303,1
1,123,drymill,58.151,54.143,3
1,123,impregnado,26.445,26.445,1
1,123,secado,76.907,74.333,5
1,124,aserradero,121.25800000000001,60.918,4
1,124,drymill,72.18,68.721,4
1,124,impregnado,14.11,13.757,1
1,124,secado,60.594,59.013999999999996,4
1,125,aserradero,32.096,15.807,1
1,125,secado,14.958,14.433,1
1,126,aserradero,150.068,75.561,5
1,126,bano,58.595,57.789,4
1,126,drymill,44.724,42.363,3
1,126,impregnado,14.373,14.373,1
1,126,secado,29.085,28.36,2
1,127,aserradero,180.825,90.766,6
1,127,bano,28.978,28.543,2
1,127,drymill,45.137,42.614,3
1,127,secado,45.861000000000004,44.504999999999995,3
1,128,aserradero,151.719,75.579,5
1,128,bano,45.192,44.661,3
1,128,drymill,27.758,26.532,2
1,128,secado,30.398,29.332,2
1,129,aserradero,148.631,73.771,5
1,129,bano,45.434,44.728,3
1,129,drymill,15.61,14.641,1
1,129,secado,30.98,30.136,2
1,130,aserradero,60.84,30.663,2
1,130,drymill,44.482,42.226,3
1,130,impregnado,12.903,12.903,1
1,130,secado,46.3,45.306,3
1,131,aserradero,147.844,74.244,5
1,131,bano,14.033,13.582,1
1,131,drymill,59.044,56.298,4
1,131,impregnado,13.726,13.472,1
1,131,secado,43.410000000000004,42.068,3
1,132,aserradero,30.268,15.228,1
1,132,secado,14.856,14.53,1
1,133,aserradero,150.926,75.10900000000001,5
1,133,bano,29.743000000000002,29.0,2
1,133,drymill,42.966,40.618,3
1,133,impregnado,14.319,14.319,1
1,133,secado,43.656,42.957,3
1,134,aserradero,150.744,74.873,5
1,134,bano,45.831,45.286,3
1,134,drymill,57.992999999999995,56.002,4
1,134,impregnado,14.001,13.769,1
1,134,secado,46.261,45.02,3
1,135,aserradero,180.213,89.222,6
1,135,bano,15.763,15.763,1
1,135,drymill,43.603,41.164,3
1,135,impregnado,13.495,13.43,1
1,135,secado,44.945,43.302,3
1,136,aserradero,149.985,75.366,5
1,136,bano,31.451,30.915999999999997,2
1,136,drymill,58.391999999999996,55.385,3
1,136,impregnado,28.1,27.769,2
1,136,secado,59.696,59.029,4
1,137,aserradero,119.84,59.389,4
1,137,bano,30.536,30.326,2
1,137,drymill,42.92,40.646,3
1,137,impregnado,27.776,27.354,2
1,137,secado,46.14,44.909,3
1,138,aserradero,149.812,74.493,5
1,138,bano,30.677,30.576999999999998,2
1,138,drymill,28.814,27.317999999999998,2
1,138,impregnado,28.823,28.639000000000003,2
1,138,secado,30.47,29.582,2
1,139,aserradero,28.027,13.755,1
1,139,secado,29.826999999999998,28.512,2
1,140,aserradero,119.975,59.631,4
1,140,bano,15.15,14.716,1
1,140,drymill,58.771,55.230000000000004,4
1,140,impregnado,25.979,25.323999999999998,2
1,140,secado,30.833,29.915,2
1,141,aserradero,145.734,73.187,5
1,141,bano,30.409,30.152,2
1,141,drymill,28.637,26.951,2
1,141,secado,44.557,42.95,3
1,142,aserradero,180.423,90.819,6
1,142,bano,14.069,13.999,1
1,142,drymill,70.349,66.834,5
1,142,impregnado,28.810000000000002,28.570999999999998,2
1,142,secado,73.475,71.128,5
1,143,aserradero,156.451,78.181,5
1,143,drymill,83.753,79.063,5
1,143,impregnado,40.239999999999995,40.149,2
1,143,secado,74.831,73.076,5
1,144,aserradero,145.252,71.762,5
1,144,bano,43.946,43.94,3
1,144,drymill,43.955,42.092,2
1,144,impregnado,12.791,12.791,1
1,144,secado,46.54900000000001,45.676,3
1,145,aserradero,149.258,74.13,5
1,145,bano,44.993,44.405,3
1,145,drymill,14.155,13.384,1
1,145,impregnado,26.437,26.228,2
1,145,secado,14.661,13.912,1
1,146,aserradero,30.512,15.344,1
1,146,secado,14.46,14.347,1
1,147,aserradero,150.335,75.515,5
1,147,bano,30.268,29.997,2
1,147,drymill,42.689,40.777,3
1,147,impregnado,14.135,14.135,1
1,147,secado,46.221,44.333999999999996,3
1,148,aserradero,117.158,58.425,4
1,148,bano,45.543,45.141,3
1,148,drymill,30.481,28.865000000000002,2
1,148,secado,14.939,14.431,1
1,149,aserradero,58.525999999999996,29.669,2
1,149,drymill,28.05,27.019,1
1,149,secado,29.847,28.712,2
1,150,aserradero,120.002,59.957,4
1,150,drymill,61.007,58.047,4
1,150,impregnado,12.899,12.637,1
1,150,secado,58.161,57.002,4
1,151,aserradero,151.131,75.759,5
1,151,bano,15.791,15.791,1
1,151,drymill,59.616,57.449,3
1,151,secado,61.254,60.442,4
1,152,aserradero,119.294,59.452,4
1,152,bano,14.119,14.01,1
1,152,drymill,29.974,28.340000000000003,2
1,152,secado,43.989,42.451,3
1,153,aserradero,32.15,16.1,1
1,153,drymill,14.591,13.811,1
1,153,impregnado,13.322,12.96,1
1,153,secado,29.064999999999998,27.984,2
1,154,aserradero,124.562,62.412,4
1,154,bano,14.154,14.088,1
1,154,drymill,72.72,68.101,5
1,154,impregnado,14.649,14.306,1
1,154,secado,43.617000000000004,42.29,3
1,155,aserradero,177.679,88.836,6
1,155,bano,29.48,29.48,2
1,155,drymill,28.73,27.563000000000002,2
1,155,secado,45.33,44.501999999999995,3
1,156,aserradero,91.484,45.671,3
1,156,drymill,44.28,42.928,3
1,156,impregnado,28.585,27.974,2
1,156,secado,45.173,44.411,3
1,157,aserradero,175.626,87.406,6
1,157,bano,14.168,14.05,1
1,157,drymill,72.313,68.972,5
1,157,impregnado,40.158,40.124,3
1,157,secado,60.691,58.577,4
1,158,aserradero,151.422,75.669,5
1,158,bano,13.979,13.979,1
1,158,drymill,73.494,69.252,4
1,158,impregnado,27.059,26.334,1
1,158,secado,76.864,73.795,5
1,159,aserradero,147.54399999999998,73.55,5
1,159,bano,15.585,15.585,1
1,159,drymill,43.607,41.618,2
1,159,secado,46.388999999999996,45.266,3
1,160,aserradero,30.948,15.221,1
1,160,secado,44.995000000000005,43.355000000000004,3
1,161,aserradero,119.821,59.647,4
1,161,bano,28.988,28.868000000000002,2
1,161,drymill,74.632,70.319,4
1,161,impregnado,27.593,27.121000000000002,2
1,161,secado,30.237000000000002,29.372999999999998,2
1,162,aserradero,146.434,74.228,5
1,162,bano,29.929000000000002,29.645,2
1,162,drymill,44.549,42.361000000000004,3
1,162,impregnado,12.844,12.482,1
1,162,secado,46.098,44.855,3
1,163,aserradero,147.688,72.826,5
1,163,bano,45.29,45.267,3
1,163,drymill,14.083,13.066,1
1,163,impregnado,12.993,12.993,1
1,163,secado,13.892,13.342,1
1,164,aserradero,123.348,62.43,4
1,164,drymill,44.228,42.319,3
1,164,impregnado,27.879,27.527,2
1,164,secado,61.387,59.53,4
1,165,aserradero,179.00799999999998,89.743,6
1,165,bano,16.125,15.984,1
1,165,drymill,74.819,71.155,5
1,165,impregnado,13.52,13.129,1
1,165,secado,74.23,72.413,5
1,166,aserradero,176.375,88.193,6
1,166,bano,14.346,14.12,1
1,166,drymill,71.926,68.561,4
1,166,secado,77.162,74.076,5
1,167,secado,14.133,14.048,1
1,168,aserradero,150.206,75.464,5
1,168,bano,14.168,14.168,1
1,168,drymill,59.804,56.783,4
1,168,impregnado,14.712,14.322,1
1,168,secado,30.153,28.977,2
1,169,aserradero,153.069,76.36699999999999,5
1,169,bano,30.641,30.250999999999998,2
1,169,drymill,58.066,55.525,3
1,169,impregnado,13.378,13.168,1
1,169,secado,57.924,56.817,4
1,170,aserradero,182.88400000000001,90.371,6
1,170,bano,15.284,15.284,1
1,170,drymill,56.894,54.297,4
1,170,impregnado,27.46,26.78,2
1,170,secado,61.921,59.772999999999996,4
1,171,aserradero,153.28,77.15599999999999,5
1,171,bano,61.474,60.888,4
1,171,drymill,29.684,28.241999999999997,2
1,171,impregnado,27.256,27.175,2
1,171,secado,28.516,27.618,2
1,172,aserradero,120.521,60.370000000000005,4
1,172,bano,28.695999999999998,28.284,2
1,172,drymill,28.714,27.405,2
1,172,impregnado,27.026,26.93,2
1,172,secado,43.496,42.355999999999995,3
1,173,aserradero,150.392,74.857,5
1,173,bano,14.679,14.679,1
1,173,drymill,57.772999999999996,54.275,4
1,173,impregnado,27.458,26.875999999999998,2
1,173,secado,44.012,42.283,3
1,174,aserradero,29.747,14.584,1
1,174,impregnado,13.705,13.705,1
1,174,secado,29.338,28.395000000000003,2
1,175,aserradero,88.619,44.231,3
1,175,drymill,43.928,41.823,2
1,175,impregnado,28.353,28.353,1
1,175,secado,30.427999999999997,29.490000000000002,2
1,176,aserradero,143.413,71.495,5
1,176,drymill,88.667,83.903,5
1,176,secado,73.995,71.347,5
1,177,aserradero,181.271,89.76,6
1,177,bano,61.316,60.708,4
1,177,drymill,29.291,27.618000000000002,2
1,177,impregnado,13.247,12.97,1
1,177,secado,29.613,29.223,2
1,178,aserradero,91.63,45.392,3
1,178,drymill,44.881,42.916,3
1,178,impregnado,12.937,12.593,1
1,178,secado,45.64,44.578,3
1,179,aserradero,148.7,73.844,5
1,179,bano,15.045,14.95,1
1,179,drymill,72.219,68.7,5
1,179,impregnado,13.221,13.138,1
1,179,secado,74.589,72.653,5
1,180,aserradero,174.703,87.812,6
1,180,bano,43.908,43.521,3
1,180,drymill,43.305,41.403999999999996,3
1,180,impregnado,14.184,13.855,1
1,180,secado,45.626,44.227000000000004,3
1,181,aserradero,30.728,15.332,1
1,181,secado,15.958,15.208,1
1,182,aserradero,122.114,61.207,4
1,182,drymill,59.217,55.653,4
1,182,secado,45.61,44.353,3
1,183,aserradero,180.546,90.349,6
1,183,bano,60.393,60.022999999999996,4
1,183,drymill,31.236,29.658,1
1,183,secado,29.746000000000002,28.705,2
1,184,aserradero,89.8,44.722,3
1,184,drymill,41.737,39.375,3
1,184,secado,44.824,43.159,3
1,185,aserradero,176.075,88.065,6
1,185,bano,60.841,60.366,4
1,185,drymill,44.961,43.509,3
1,185,impregnado,40.85,40.455,3
1,185,secado,44.351,42.625,3
1,186,aserradero,150.057,75.446,5
1,186,bano,14.313,14.146,1
1,186,drymill,44.326,41.62,3
1,186,impregnado,14.438,14.128,1
1,186,secado,43.894,43.188,3
1,187,aserradero,120.487,60.852000000000004,4
1,187,bano,29.329,29.091,2
1,187,drymill,29.323999999999998,28.027,2
1,187,impregnado,14.101,13.856,1
1,187,secado,46.06,44.438,3
1,189,aserradero,152.14,75.927,5
1,189,bano,15.549,15.549,1
1,189,drymill,70.928,67.609,5
1,189,impregnado,41.193,40.88,3
1,189,secado,60.111000000000004,58.209,4
1,190,aserradero,179.917,90.204,6
1,190,bano,29.948,29.108,2
1,190,drymill,27.585,26.464,2
1,190,secado,45.885,44.325,3
1,191,aserradero,148.731,73.915,5
1,191,bano,14.273,14.123,1
1,191,drymill,59.789,56.956,3
1,191,impregnado,13.983,13.63,1
1,191,secado,59.733000000000004,57.582,4
1,192,aserradero,150.215,73.918,5
1,192,bano,29.493,29.215,2
1,192,drymill,58.293,55.639,4
1,192,impregnado,27.198999999999998,26.709,2
1,192,secado,47.337,45.032,3
1,193,aserradero,153.695,77.24,5
1,193,bano,15.213,14.916,1
1,193,drymill,58.131,55.987,3
1,193,secado,57.167,55.405,4
1,194,aserradero,153.512,76.228,5
1,194,bano,29.519,29.128999999999998,2
1,194,drymill,57.988,56.057,4
1,194,impregnado,14.062,13.937,1
1,194,secado,61.014,59.098,4
1,195,aserradero,28.202,13.795,1
1,195,secado,14.695,13.972,1
1,196,aserradero,154.492,77.723,5
1,196,bano,14.026,13.991,1
1,196,drymill,44.386,41.828,3
1,196,impregnado,12.913,12.663,1
1,196,secado,44.667,42.634,3
1,197,aserradero,88.832,43.847,3
1,197,bano,14.837,14.754,1
1,197,drymill,59.339999999999996,56.109,4
1,197,impregnado,27.277,27.061,2
1,197,secado,44.705,42.757,3
1,198,aserradero,147.667,74.39699999999999,5
1,198,bano,15.107,14.993,1
1,198,drymill,42.873000000000005,40.399,3
1,198,impregnado,13.271,12.956,1
1,198,secado,59.363,57.903999999999996,4
1,199,aserradero,179.361,89.316,6
1,199,bano,44.53,44.015,3
1,199,drymill,29.986,28.491,2
1,199,impregnado,14.774,14.462,1
1,199,secado,29.945,28.677,2
1,200,aserradero,122.753,60.581,4
1,200,bano,58.051,57.116,4
1,200,drymill,28.984,27.579,2
1,200,secado,16.055,15.536,1
1,201,aserradero,180.031,89.743,6
1,201,bano,44.756,43.96,3
1,201,drymill,28.936,27.722,2
1,201,secado,29.762,29.353,2
1,202,secado,15.338,14.868,1
1,203,aserradero,118.549,59.394,4
1,203,bano,13.992,13.611,1
1,203,drymill,29.705,28.128,2
1,203,secado,30.6,29.822000000000003,2
1,204,aserradero,181.547,90.493,6
1,204,bano,29.556,28.805,2
1,204,drymill,75.069,71.368,5
1,204,impregnado,26.745,26.479,2
1,204,secado,74.982,72.464,5
1,205,aserradero,89.387,44.379999999999995,3
1,205,drymill,45.256,43.483,3
1,205,impregnado,14.443,14.111,1
1,205,secado,30.967,30.289,2
1,206,aserradero,148.319,73.202,5
1,206,drymill,71.75,68.508,5
1,206,impregnado,26.582,26.182000000000002,2
1,206,secado,76.277,74.255,5
1,207,aserradero,143.956,72.608,5
1,207,bano,14.327,14.073,1
1,207,drymill,44.107,42.201,3
1,207,impregnado,13.437,13.437,1
1,207,secado,58.865,56.867999999999995,4
1,208,aserradero,120.156,59.582,4
1,208,bano,15.064,14.668,1
1,208,drymill,72.69800000000001,68.67099999999999,5
1,208,impregnado,27.014,27.014,2
1,208,secado,60.494,59.091,4
1,209,aserradero,27.843,13.649,1
1,209,secado,15.949,15.579,1
1,210,aserradero,122.3,61.132000000000005,4
1,210,bano,15.925,15.378,1
1,210,drymill,45.519,42.72,3
1,210,impregnado,27.084000000000003,26.938000000000002,2
1,210,secado,28.878999999999998,27.939,2
1,211,aserradero,152.583,76.908,5
1,211,bano,14.057,14.013,1
1,211,drymill,56.872,53.702,4
1,211,impregnado,14.649,14.635,1
1,211,secado,72.876,70.761,5
1,212,aserradero,119.256,60.624,4
1,212,bano,15.201,15.046,1
1,212,drymill,44.275,41.698,3
1,212,impregnado,13.548,13.548,1
1,212,secado,29.989,29.113999999999997,2
1,213,aserradero,152.135,76.30199999999999,5
1,213,bano,44.771,44.191,3
1,213,drymill,29.487000000000002,28.316000000000003,2
1,213,impregnado,26.854,26.592,2
1,213,secado,29.808,28.997,2
1,214,aserradero,148.503,74.811,5
1,214,bano,14.256,13.9,1
1,214,drymill,42.067,40.36,3
1,214,impregnado,13.817,13.655,1
1,214,secado,60.559,58.535,4
1,215,aserradero,151.98600000000002,76.233,5
1,215,bano,43.415,43.045,3
1,215,drymill,43.924,41.785,3
1,215,impregnado,13.85,13.572,1
1,215,secado,29.872,28.921999999999997,2
1,216,aserradero,30.111,15.239,1
1,216,impregnado,13.882,13.44,1
1,216,secado,27.948,26.997,2
1,217,aserradero,151.778,76.233,5
1,217,bano,14.148,13.743,1
1,217,drymill,72.191,69.029,5
1,217,impregnado,39.69,39.283,3
1,217,secado,47.010000000000005,46.153,3
1,218,aserradero,150.112,75.158,5
1,218,bano,45.661,45.254000000000005,3
1,218,drymill,30.343,29.251,2
1,218,impregnado,27.975,27.975,2
1,218,secado,29.471,28.723,2
1,219,aserradero,154.85899999999998,77.03999999999999,5
1,219,bano,15.986,15.581,1
1,219,drymill,42.753,40.449,3
1,219,impregnado,26.434,25.833,2
1,219,secado,59.57,57.4,4
1,220,aserradero,117.226,58.68,4
1,220,bano,46.278999999999996,46.028999999999996,3
1,220,drymill,44.561,42.266999999999996,3
1,220,impregnado,14.708,14.708,1
1,220,secado,29.056,28.517,2
1,221,aserradero,178.575,89.873,6
1,221,bano,30.17,29.762,2
1,221,drymill,44.697,42.711999999999996,3
1,221,impregnado,27.094,26.683999999999997,2
1,221,secado,45.959,44.625,3
1,222,aserradero,147.571,73.838,5
1,222,drymill,71.401,67.124,5
1,222,impregnado,14.763,14.763,1
1,222,secado,75.989,73.42699999999999,5
1,223,aserradero,31.987,15.777,1
1,223,secado,29.716,28.431,2
1,224,aserradero,151.288,76.214,5
1,224,bano,14.156,13.958,1
1,224,drymill,71.905,67.56,4
1,224,impregnado,13.467,13.467,1
1,224,secado,43.902,42.853,3
1,225,aserradero,120.31899999999999,60.724000000000004,4
1,225,bano,13.985,13.985,1
1,225,drymill,57.656,54.763000000000005,4
1,225,impregnado,27.455,27.372999999999998,2
1,225,secado,59.977,58.705,4
1,226,aserradero,177.096,88.167,6
1,226,drymill,74.097,71.13,5
1,226,secado,75.102,72.715,5
1,227,aserradero,176.873,87.891,6
1,227,bano,14.429,14.361,1
1,227,drymill,57.874,54.618,3
1,227,impregnado,14.393,14.328,1
1,227,secado,61.498000000000005,59.899,4
1,228,aserradero,118.94,59.733,4
1,228,bano,30.770000000000003,29.986,2
1,228,drymill,43.559,41.201,3
1,228,impregnado,14.326,13.904,1
1,228,secado,45.845,44.187,3
1,229,aserradero,179.494,90.003,6
1,229,bano,30.546,30.454,2
1,229,drymill,58.381,55.327,4
1,229,impregnado,70.281,69.44200000000001,5
1,229,secado,59.412,57.066,4
1,230,secado,14.979,14.792,1
1,231,aserradero,153.426,77.054,5
1,231,bano,14.217,13.971,1
1,231,drymill,44.198,41.431,3
1,231,secado,29.734,29.139000000000003,2
1,232,aserradero,150.772,75.65,5
1,232,bano,30.65,30.560000000000002,2
1,232,drymill,60.613,57.392,3
1,232,impregnado,29.63,29.293,1
1,232,secado,60.522,57.961,4
1,233,aserradero,181.716,90.514,6
1,233,bano,13.913,13.913,1
1,233,drymill,60.805,58.046,3
1,233,impregnado,13.054,13.054,1
1,233,secado,60.771,58.946,4
1,234,aserradero,119.193,59.408,4
1,234,bano,31.393,30.705,2
1,234,drymill,43.907,41.634,3
1,234,impregnado,14.06,13.737,1
1,234,secado,60.241,58.566,4
1,235,aserradero,179.339,90.889,6
1,235,bano,15.298,15.298,1
1,235,drymill,55.641999999999996,53.028,4
1,235,impregnado,12.941,12.672,1
1,235,secado,58.091,55.71,4
1,236,aserradero,153.148,76.92699999999999,5
1,236,bano,14.036,13.981,1
1,236,drymill,58.01,55.158,4
1,236,impregnado,42.653,42.31,3
1,236,secado,45.703,44.22,3
1,237,secado,30.45,29.472,2
1,238,aserradero,121.157,60.983000000000004,4
1,238,bano,16.077,15.847,1
1,238,drymill,60.167,57.464,3
1,238,impregnado,26.308,25.872,2
1,238,secado,44.05,42.598,3
1,239,aserradero,150.155,75.127,5
1,239,bano,15.323,15.297,1
1,239,drymill,57.491,55.25,4
1,239,impregnado,14.663,14.663,1
1,239,secado,44.795,43.196,3
1,240,aserradero,176.662,88.502,6
1,240,bano,30.607999999999997,30.468,2
1,240,drymill,58.397999999999996,55.394999999999996,4
1,240,impregnado,27.851,27.374,2
1,240,secado,60.717,58.179,4
1,241,aserradero,150.353,75.239,5
1,241,bano,29.909999999999997,29.503999999999998,2
1,241,drymill,29.439,27.448,2
1,241,secado,47.237,45.357,3
1,242,aserradero,94.021,47.035,3
1,242,bano,31.473999999999997,31.177999999999997,2
1,242,drymill,29.67,28.421,2
1,242,secado,14.963,14.343,1
1,243,aserradero,62.153999999999996,30.823999999999998,2
1,243,drymill,27.91,27.161,1
1,243,secado,29.234,27.92,2
1,244,aserradero,30.995,15.176,1
1,244,secado,29.201999999999998,28.549,2
1,245,aserradero,145.579,73.232,5
1,245,bano,14.988,14.739,1
1,245,drymill,57.823,54.464,3
1,245,secado,29.342,28.372999999999998,2
1,246,aserradero,121.75,61.191,4
1,246,bano,28.407,27.997,2
1,246,drymill,41.067,39.429,2
1,246,impregnado,26.81,25.989,1
1,246,secado,61.029,59.071,4
1,247,aserradero,149.752,74.592,5
1,247,bano,30.651,30.5,2
1,247,drymill,45.614,44.167,3
1,247,secado,46.294000000000004,45.058,3
1,248,aserradero,180.264,91.08,6
1,248,bano,59.253,59.007999999999996,4
1,248,drymill,29.336,28.07,2
1,248,secado,15.888,15.627,1
1,249,aserradero,181.14499999999998,90.29599999999999,6
1,249,bano,30.227,29.811999999999998,2
1,249,drymill,58.626000000000005,55.511,4
1,249,impregnado,26.741,26.691000000000003,2
1,249,secado,76.029,74.033,5
1,250,aserradero,62.519000000000005,31.031,2
1,250,drymill,43.309,40.933,3
1,250,impregnado,27.676000000000002,27.048000000000002,2
1,250,secado,30.906,30.395,2
1,251,aserradero,29.515,14.505,1
1,251,secado,14.04,13.559,1
1,252,aserradero,152.99699999999999,75.617,5
1,252,bano,30.561,30.212,2
1,252,drymill,43.482,41.222,3
1,252,impregnado,41.071,41.039,3
1,252,secado,28.932000000000002,27.692,2
1,253,aserradero,119.652,59.853,4
1,253,bano,15.073,15.033,1
1,253,drymill,56.438,53.891,4
1,253,secado,59.252,57.251,4
1,254,aserradero,182.199,90.818,6
1,254,drymill,60.581,57.175,4
1,254,impregnado,13.435,13.435,1
1,254,secado,76.533,74.331,5
1,255,aserradero,121.956,60.705999999999996,4
1,255,bano,45.53,45.437,3
1,255,drymill,28.713,27.25,2
1,255,impregnado,13.509,13.196,1
1,255,secado,15.583,14.741,1
1,256,aserradero,171.888,86.876,6
1,256,bano,14.716,14.485,1
1,256,drymill,56.617000000000004,53.377,4
1,256,impregnado,43.252,42.445,3
1,256,secado,74.26,71.824,5
1,257,aserradero,155.369,77.28,5
1,257,bano,29.64,29.274,2
1,257,drymill,42.126,39.945,3
1,257,impregnado,13.707,13.613,1
